,Smiles,Mol,score,h,Training,Success,enamine_searched,enamine_id
501,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(-c4c([H])c([H])c5c([H])nn([H])c5c4[H])c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a1465df30>,6.67281,32,True,True,False,
399,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(-c4c([H])c([H])c5c([H])c([H])n([H])c5c4[H])c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a131cc4a0>,6.60002,32,True,True,False,
329,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(Oc4c([H])c([H])c(OC([H])([H])[H])c([H])c4[H])c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a15b3d3f0>,6.59288,32,True,True,False,
411,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(S(=O)(=O)c4c([H])c([H])c(Cl)c([H])c4[H])c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a132b7100>,6.58144,32,True,True,False,
474,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(-c4c([H])c([H])c(OC([H])([H])[H])c([H])c4OC([H])([H])[H])c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a13027920>,6.56794,32,True,True,False,
190,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(-c4c([H])c([H])c5c(c4[H])c([H])c([H])n5[H])c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a13199210>,6.47843,32,True,True,False,
406,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(-c4c([H])c([H])c([H])c([H])c4C#N)c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a12febfb0>,6.44502,32,True,True,False,
425,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(-c4c([H])c([H])c(OC([H])([H])[H])c(F)c4[H])c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a162ae110>,6.43925,32,True,True,False,
159,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(S(=O)(=O)c4c([H])c([H])c([H])c([H])c4[H])c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a16b32660>,6.41892,32,True,True,False,
95,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(-c4c([H])c([H])c5c(c4[H])OC([H])([H])O5)c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a16055580>,6.40912,32,True,True,False,
258,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(-c4c([H])c([H])c([H])c([H])c4C(F)(F)F)c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a132b6160>,6.40594,32,True,True,False,
466,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(C([H])([H])c4c([H])c([H])c(Cl)c(Cl)c4[H])c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a131aeb10>,6.39629,32,True,True,False,
256,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(C([H])([H])c4c([H])c([H])c([H])c([H])c4Cl)c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a132b5800>,6.37557,32,True,True,False,
384,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(N4C([H])([H])C([H])([H])C([H])(N5C([H])([H])C([H])([H])C([H])([H])C5([H])[H])C([H])([H])C4([H])[H])c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a12fe9080>,6.36583,32,True,True,False,
453,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(N([H])C(=O)c4c([H])c([H])c(OC([H])([H])[H])c([H])c4[H])c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a13127c40>,6.3591,32,True,True,False,
128,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(-c4nc5c([H])c([H])c([H])c([H])c5s4)c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a132da0c0>,6.34571,32,True,True,False,
252,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(C([H])([H])c4c([H])c([H])c([H])c(Cl)c4[H])c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a13133740>,6.32693,32,True,True,False,
417,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(-c4c(F)c([H])c([H])c([H])c4F)c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a13024360>,6.32153,32,True,True,False,
176,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])N4C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a1313b830>,6.30614,32,True,True,False,
62,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(-c4c([H])c([H])c([H])c([H])c4Cl)c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a147ec3b0>,6.29878,32,True,True,False,
22,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(-c4c([H])c([H])c(OC([H])([H])[H])c([H])c4[H])c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a1465fd30>,6.28376,32,True,True,False,
188,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(-c4c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c4[H])c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a1318aac0>,6.28049,32,True,True,False,
367,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(C(=O)c4c([H])c([H])c(Cl)c([H])c4[H])c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a131e1670>,6.27813,32,True,True,False,
452,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(N4C([H])([H])C([H])([H])[C@]5([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[C@]45[H])c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a132b7f10>,6.27689,32,True,True,False,
470,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(-c4nnc(C([H])([H])[H])o4)c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a13037240>,6.27594,32,True,True,False,
68,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(-c4c([H])c([H])c(C#N)c([H])c4[H])c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a147ee7a0>,6.27428,32,True,True,False,
297,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(-c4c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c4[H])c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a131620c0>,6.27254,32,True,True,False,
60,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(C([H])([H])N4C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a132dcb80>,6.26841,32,True,True,False,
154,[H]c1c([H])c([H])c(C2(c3c([H])c([H])c([H])c(C([H])([H])c4c([H])c([H])c(OC([H])([H])[H])c([H])c4[H])c3[H])C(=O)N(C([H])([H])[H])C(N([H])[H])=[N+]2[H])c([H])c1[H],<fegrow.package.RMol object at 0x152a131315d0>,6.25669,32,True,True,False,
